"id";"anneesco_cdn";"anneesco_libusage";"mef_stat_4";"libelle_court";"libelle_long";"date_ouverture";"date_fermeture";"indic_autorise_eleve";"indic_autorise_apprenti";"nb_mef_valide_annsco";"nb_mef_valide_annsco_ea";"nb_sectref_valide_annsco";"mefstat4_ordtri";"date_jeu_donnees"
1588;19;"2015-2016";"4323";"FC BACPRO";"FORMATION COMPLEMENTAIRE POST BAC PRO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;116;"2017-08-25"
1609;19;"2015-2016";"4324";"FC BMA";"FORMATION COMPLEMENTAIRE POST BMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;117;"2017-08-25"
1589;19;"2015-2016";"4331";"FC BTS";"FORMATION COMPLEMENTAIRE POST BTS";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;118;"2017-08-25"
1610;19;"2015-2016";"4332";"FC DMA";"FORMATION COMPLEMENTAIRE POST DMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;119;"2017-08-25"
1590;19;"2015-2016";"4411";"FCIL NIV-5";"FCIL & FC NON DIPLOMANTE POST NIVEAU-5";"1994-09-01 00:00:00";"";"Non";"Non";1;0;0;120;"2017-08-25"
1611;19;"2015-2016";"4421";"FCIL NIV-4";"FCIL & FC NON DIPLOMANTE POST NIVEAU-4";"1994-09-01 00:00:00";"";"Non";"Non";1;0;0;121;"2017-08-25"
1591;19;"2015-2016";"4431";"FCIL NIV-3";"FCIL & FC NON DIPLOMANTE POST NIVEAU-3";"1994-09-01 00:00:00";"";"Non";"Non";1;0;0;122;"2017-08-25"
1612;19;"2015-2016";"4441";"FCIL G-T";"FCIL & FC NON DIPLOM.POST GENE. & TECHNO";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;123;"2017-08-25"
1592;19;"2015-2016";"4511";"FORM.INTEG.";"FORMATION INTEGREE";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;124;"2017-08-25"
1613;19;"2015-2016";"4521";"FINTG 1CAP2";"FORMATION INTEGREE CAP 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;125;"2017-08-25"
1593;19;"2015-2016";"4522";"FINTG 2CAP2";"FORMATION INTEGREE CAP 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;126;"2017-08-25"
1614;19;"2015-2016";"4531";"FINTG 1CAP3";"FORMATION INTEGREE CAP 3 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;127;"2017-08-25"
1594;19;"2015-2016";"4532";"FINTG 2CAP3";"FORMATION INTEGREE CAP 3 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;128;"2017-08-25"
1615;19;"2015-2016";"4533";"FINTG 3CAP3";"FORMATION INTEGREE CAP 3 ANS : 3E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;129;"2017-08-25"
1595;19;"2015-2016";"4611";"MODAL NIV-5";"MODULE D'ACTION EN LYCEE NIVEAU 5";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;130;"2017-08-25"
1616;19;"2015-2016";"4621";"MODAL NIV-4";"MODULE D'ACTION EN LYCEE NIVEAU 4";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;131;"2017-08-25"
1596;19;"2015-2016";"4631";"MODAL NIV-3";"MODULE D'ACTION EN LYCEE NIVEAU 3";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;132;"2017-08-25"
1617;19;"2015-2016";"4711";"NCE78 1CAP2";"NCE DECISION 78- CAP EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;133;"2017-08-25"
1597;19;"2015-2016";"4712";"NCE78 2CAP2";"NCE DECISION 78- CAP EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;134;"2017-08-25"
1618;19;"2015-2016";"4721";"NCE78 1BEP2";"NCE DECISION 78- BEP EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;135;"2017-08-25"
1598;19;"2015-2016";"4722";"NCE78 2BEP2";"NCE DECISION 78- BEP EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;136;"2017-08-25"
1619;19;"2015-2016";"4731";"NCE78 1BPR2";"NCE DECISION 78- BAC PRO 2ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;137;"2017-08-25"
1599;19;"2015-2016";"4732";"NCE78 2BPR2";"NCE DECISION 78- BAC PRO 2ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;138;"2017-08-25"
1620;19;"2015-2016";"4741";"NCE78 1BMA2";"NCE DECISION 78- BMA EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;139;"2017-08-25"
1600;19;"2015-2016";"4742";"NCE78 2BMA2";"NCE DECISION 78- BMA EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;140;"2017-08-25"
1621;19;"2015-2016";"4751";"NCE78 1BTS2";"NCE DECISION 78- BTS EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;141;"2017-08-25"
1601;19;"2015-2016";"4752";"NCE78 2BTS2";"NCE DECISION 78- BTS EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;142;"2017-08-25"
1622;19;"2015-2016";"4761";"NCE78 1DMA2";"NCE DECISION 78- DMA EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;143;"2017-08-25"
1623;19;"2015-2016";"4762";"NCE78 2DMA2";"NCE DECISION 78- DMA EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;144;"2017-08-25"
1625;19;"2015-2016";"5111";"PDPREBAC1";"PREPA.DIVERSE PRE-BAC  : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";17;0;0;145;"2017-08-25"
1626;19;"2015-2016";"5112";"PDPREBAC2";"PREPA.DIVERSE PRE-BAC  : 2EME ANNEE";"2000-09-01 00:00:00";"";"Oui";"Oui";2;0;0;146;"2017-08-25"
1627;19;"2015-2016";"5211";"PDPOSTBAC1";"PREPA.DIVERSE POST-BAC : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";17;0;0;147;"2017-08-25"
1628;19;"2015-2016";"5212";"PDPOSTBAC2";"PREPA.DIVERSE POST-BAC : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;148;"2017-08-25"
1629;19;"2015-2016";"5213";"PDPOSTBAC3";"PREPA.DIVERSE POST-BAC : 3EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;149;"2017-08-25"
1630;19;"2015-2016";"6111";"CAP1-A";"CAP1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;150;"2017-08-25"
1631;19;"2015-2016";"6112";"CAP1-Q";"CAP1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;151;"2017-08-25"
1632;19;"2015-2016";"6121";"BEP1-A";"BEP1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;152;"2017-08-25"
1633;19;"2015-2016";"6122";"BEP1-Q";"BEP1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;153;"2017-08-25"
1634;19;"2015-2016";"6131";"BPR1-A";"BPR1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;154;"2017-08-25"
1635;19;"2015-2016";"6132";"BPR1-Q";"BPR1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;155;"2017-08-25"
1636;19;"2015-2016";"6141";"BTS1-A";"BTS1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;156;"2017-08-25"
1637;19;"2015-2016";"6142";"BTS1-Q";"BTS1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;157;"2017-08-25"
1638;19;"2015-2016";"6151";"BP-A";"BP STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;158;"2017-08-25"
1639;19;"2015-2016";"6191";"1FIN-A";"F-INT STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;159;"2017-08-25"
1640;19;"2015-2016";"6193";"1FIN-Q";"F-INT STATUT CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;160;"2017-08-25"
1641;19;"2015-2016";"6195";"FNDI-Q";"F-INT CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;161;"2017-08-25"
1642;19;"2015-2016";"9011";"VIE ACTIVE";"VIE ACTIVE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;162;"2017-08-25"
1643;19;"2015-2016";"9012";"SERV.MILI.";"SERVICE MILITAIRE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;163;"2017-08-25"
1644;19;"2015-2016";"9021";"STAGE";"STAGE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;164;"2017-08-25"
1645;19;"2015-2016";"9991";"NON SCOLAR.";"NON SCOLARISE";"1995-09-01 00:00:00";"";"Non";"Non";0;0;0;167;"2017-08-25"
1646;19;"2015-2016";"9999";"INDETERMINE";"INDETERMINE";"1992-09-01 00:00:00";"";"Non";"Oui";0;0;0;168;"2017-08-25"
1647;20;"2016-2017";"1110";"TPS";"TOUTE PETITE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;1;"2017-08-25"
1648;20;"2016-2017";"1111";"PS";"PETITE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;2;"2017-08-25"
1649;20;"2016-2017";"1112";"MS";"MOYENNE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;3;"2017-08-25"
1650;20;"2016-2017";"1113";"GS";"GRANDE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;4;"2017-08-25"
1651;20;"2016-2017";"1121";"CP";"COURS PREPARATOIRE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;5;"2017-08-25"
1652;20;"2016-2017";"1122";"CE1";"COURS ELEMENTAIRE 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;6;"2017-08-25"
1653;20;"2016-2017";"1123";"CE2";"COURS ELEMENTAIRE 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;7;"2017-08-25"
1654;20;"2016-2017";"1124";"CM1";"COURS MOYEN 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;8;"2017-08-25"
1655;20;"2016-2017";"1125";"CM2";"COURS MOYEN 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;9;"2017-08-25"
1656;20;"2016-2017";"1211";"INIT.1E DEG";"1ER DEGRE : INITIATION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;10;"2017-08-25"
1657;20;"2016-2017";"1311";"ADAP.1E DEG";"1ER DEGRE : ADAPTATION";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;11;"2017-08-25"
1658;20;"2016-2017";"1411";"SPEC.1E DEG";"1ER DEGRE : ENSEIGNEMENT SPECIAL";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;12;"2017-08-25"
1659;20;"2016-2017";"2111";"6EME";"6EME";"1992-09-01 00:00:00";"";"Oui";"Oui";8;0;0;13;"2017-08-25"
1660;20;"2016-2017";"2112";"5EME";"5EME";"1992-09-01 00:00:00";"";"Oui";"Oui";4;0;0;14;"2017-08-25"
1661;20;"2016-2017";"2114";"4EME AES";"4EME D'AIDE ET DE SOUTIEN";"1993-09-01 00:00:00";"";"Non";"Non";0;0;0;15;"2017-08-25"
1662;20;"2016-2017";"2115";"4EME";"4EME (NC 4E AES)";"1992-09-01 00:00:00";"";"Oui";"Oui";5;1;2;16;"2017-08-25"
1663;20;"2016-2017";"2116";"3EME";"3EME";"1992-09-01 00:00:00";"";"Oui";"Oui";6;2;3;17;"2017-08-25"
1664;20;"2016-2017";"2118";"DISPO RELAI";"DISPOSITIFS RELAIS";"1997-09-01 00:00:00";"";"Oui";"Oui";2;0;0;19;"2017-08-25"
1665;20;"2016-2017";"2119";"ULIS";"UNITES LOCALISEES INCLUSION SCO.(EX UPI)";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;20;"2017-08-25"
1666;20;"2016-2017";"2121";"4E TECHNO";"4EME TECHNOLOGIQUE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;21;"2017-08-25"
1667;20;"2016-2017";"2122";"3E TECHNO";"3EME TECHNOLOGIQUE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;22;"2017-08-25"
1668;20;"2016-2017";"2132";"CPA";"CPA";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;24;"2017-08-25"
1669;20;"2016-2017";"2133";"CLIPA";"CL.D'INITIATION PREPROF. PAR ALTERNANCE";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;25;"2017-08-25"
1670;20;"2016-2017";"2134";"APP JUNIOR";"FORMATION D'APPRENTI JUNIOR";"2006-09-01 00:00:00";"";"Non";"Non";0;0;0;26;"2017-08-25"
1671;20;"2016-2017";"2135";"DIMA";"DISPO D'INITIATION METIERS EN ALTERNANCE";"2008-09-01 00:00:00";"";"Oui";"Oui";1;1;1;27;"2017-08-25"
1672;20;"2016-2017";"2211";"2NDE G-T";"SECONDE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";12;2;2;28;"2017-08-25"
1673;20;"2016-2017";"2212";"1ERE G-T";"PREMIERE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";32;9;9;29;"2017-08-25"
1674;20;"2016-2017";"2213";"TERM G-T";"TERMINALE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";31;7;7;30;"2017-08-25"
1675;20;"2016-2017";"2311";"CAP 1 AN";"CAP EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";189;0;0;31;"2017-08-25"
1676;20;"2016-2017";"2321";"1CAP2";"CAP EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";199;13;13;32;"2017-08-25"
1677;20;"2016-2017";"2322";"2CAP2";"CAP EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";203;12;12;33;"2017-08-25"
1678;20;"2016-2017";"2331";"1CAP3";"CAP EN 3 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";6;0;0;34;"2017-08-25"
1679;20;"2016-2017";"2332";"2CAP3";"CAP EN 3 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";6;0;0;35;"2017-08-25"
1680;20;"2016-2017";"2333";"3CAP3";"CAP EN 3 ANS : 3EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";6;0;0;36;"2017-08-25"
1681;20;"2016-2017";"2341";"BEP 1 AN";"BEP EN 1 AN";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;37;"2017-08-25"
1682;20;"2016-2017";"2351";"2NDE BEP";"BEP 2 ANS : 2NDE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;38;"2017-08-25"
1683;20;"2016-2017";"2352";"TERM BEP";"BEP 2 ANS : TERMINALE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;39;"2017-08-25"
1684;20;"2016-2017";"2361";"BACPRO 1 AN";"BAC PROFESSIONNEL EN 1 AN";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;40;"2017-08-25"
1685;20;"2016-2017";"2371";"1BACPRO2";"BAC PRO 2 ANS : 1ERE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;41;"2017-08-25"
1686;20;"2016-2017";"2372";"TBACPRO2";"BAC PRO 2 ANS : TERMINALE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;42;"2017-08-25"
1687;20;"2016-2017";"2381";"2NDE PRO";"BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";86;14;25;43;"2017-08-25"
1688;20;"2016-2017";"2382";"1ERE PRO";"BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";111;28;28;44;"2017-08-25"
1689;20;"2016-2017";"2383";"TLEPRO";"BAC PRO 3 ANS : TERM PRO (OU 3EME ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";111;28;28;45;"2017-08-25"
1690;20;"2016-2017";"2391";"MC";"MENTION COMPLEMENTAIRE";"1992-09-01 00:00:00";"";"Oui";"Oui";53;0;0;46;"2017-08-25"
1691;20;"2016-2017";"23A1";"CEP";"CEP";"1992-09-01 00:00:00";"";"Oui";"Oui";0;0;0;47;"2017-08-25"
1692;20;"2016-2017";"23A1";"CEP";"CEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;47;"2017-08-25"
1693;20;"2016-2017";"23B1";"BMA 1 AN";"BMA EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";25;0;0;48;"2017-08-25"
1694;20;"2016-2017";"23C1";"1BMA2";"BMA EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";25;0;0;49;"2017-08-25"
1695;20;"2016-2017";"23C2";"2BMA2";"BMA EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";25;0;0;50;"2017-08-25"
1696;20;"2016-2017";"23D1";"1BMA3";"BMA EN 3 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;51;"2017-08-25"
1697;20;"2016-2017";"23D2";"2BMA3";"BMA EN 3 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;52;"2017-08-25"
1698;20;"2016-2017";"23D3";"3BMA3";"BMA EN 3 ANS : 3EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;53;"2017-08-25"
1699;20;"2016-2017";"2411";"SES 1";"SES : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;54;"2017-08-25"
1700;20;"2016-2017";"2412";"SES 2";"SES : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;55;"2017-08-25"
1701;20;"2016-2017";"2413";"SES 3";"SES : 3 EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;56;"2017-08-25"
1702;20;"2016-2017";"2414";"SES 4";"SES : 4EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;57;"2017-08-25"
1703;20;"2016-2017";"2415";"SES 5";"SES : 5EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;58;"2017-08-25"
1704;20;"2016-2017";"2416";"SES 6";"SES : 6EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;59;"2017-08-25"
1705;20;"2016-2017";"2421";"CLAT1";"CLASSE ATELIER : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;60;"2017-08-25"
1706;20;"2016-2017";"2422";"CLAT2";"CLASSE ATELIER : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;61;"2017-08-25"
1707;20;"2016-2017";"2423";"CLAT3";"CLASSE ATELIER : 3EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;62;"2017-08-25"
1708;20;"2016-2017";"2424";"CLAT4";"CLASSE ATELIER : 4EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;63;"2017-08-25"
1709;20;"2016-2017";"2425";"CLAT5";"CLASSE ATELIER : 5EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;64;"2017-08-25"
1710;20;"2016-2017";"2426";"CLAT6";"CLASSE ATELIER : 6EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;65;"2017-08-25"
1711;20;"2016-2017";"2431";"6E SEGPA";"6EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;66;"2017-08-25"
1712;20;"2016-2017";"2432";"5E SEGPA";"5EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;67;"2017-08-25"
1713;20;"2016-2017";"2433";"4E SEGPA";"4EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;68;"2017-08-25"
1714;20;"2016-2017";"2434";"3E SEGPA";"3EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;69;"2017-08-25"
1715;20;"2016-2017";"2435";"SEGPA 1CAP2";"SEGPA CAP EN 2 ANS : 1ERE ANNEE";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;70;"2017-08-25"
1716;20;"2016-2017";"2436";"SEGPA 2CAP2";"SEGPA CAP EN 2 ANS : 2EME ANNEE";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;71;"2017-08-25"
1717;20;"2016-2017";"2511";"1BP2";"BREVET PROFESSIONNEL : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";53;0;0;72;"2017-08-25"
1718;20;"2016-2017";"2512";"2BP2";"BREVET PROFESSIONNEL : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";53;0;0;73;"2017-08-25"
1719;20;"2016-2017";"3111";"CPGE-1";"CLASSE PREPA.GRANDES ECOLES : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";19;2;2;74;"2017-08-25"
1720;20;"2016-2017";"3112";"CPGE-2";"CLASSE PREPA.GRANDES ECOLES : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";31;3;4;75;"2017-08-25"
1721;20;"2016-2017";"3211";"BTS 1 AN";"BREVET DE TECHNICIEN SUPERIEUR EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";119;6;6;76;"2017-08-25"
1722;20;"2016-2017";"3221";"1BTS2";"BREVET DE TECH.SUP.EN 2 ANS : 1ERE ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";123;24;24;77;"2017-08-25"
1723;20;"2016-2017";"3222";"2BTS2";"BREVET DE TECH.SUP.EN 2 ANS : 2EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";130;23;23;78;"2017-08-25"
1724;20;"2016-2017";"3231";"1BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 1ERE ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";3;0;0;79;"2017-08-25"
1725;20;"2016-2017";"3232";"2BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 2EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";3;0;0;80;"2017-08-25"
1726;20;"2016-2017";"3233";"3BTS3";"BREVET DE TECH.SUP.EN 3 ANS : 3EME ANN.";"1992-09-01 00:00:00";"";"Oui";"Oui";4;0;0;81;"2017-08-25"
1727;20;"2016-2017";"3241";"DPECF";"DIP.PREPA.ETUDES COMPTABLES & FINANCIER.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;82;"2017-08-25"
1728;20;"2016-2017";"3242";"CL.M.NIV";"CLASSE DE MISE A NIVEAU POUR BTS";"1992-09-01 00:00:00";"";"Oui";"Oui";4;0;0;83;"2017-08-25"
1729;20;"2016-2017";"3251";"DMA EN 1 AN";"DIP.METIERS D'ARTS EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";27;0;0;84;"2017-08-25"
1730;20;"2016-2017";"3261";"1DMA2";"DIP.METIERS D'ARTS EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";27;0;0;85;"2017-08-25"
1731;20;"2016-2017";"3262";"2DMA2";"DIP.METIERS D'ARTS EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";27;0;0;86;"2017-08-25"
1732;20;"2016-2017";"3281";"DSAA-1";"DIP.SUPERIEUR ARTS APPLIQUES :1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;87;"2017-08-25"
1733;20;"2016-2017";"3282";"DSAA-2";"DIP.SUPERIEUR ARTS APPLIQUES :2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;88;"2017-08-25"
1734;20;"2016-2017";"3291";"DNTS";"DIPLOME NATIONAL DE TECHNO SPECIALISE";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;89;"2017-08-25"
1735;20;"2016-2017";"3292";"LICENC";"LICENCE";"2002-09-01 00:00:00";"";"Oui";"Oui";1;0;0;90;"2017-08-25"
1736;20;"2016-2017";"32A1";"DCG-1";"DIP DE COMPTA GESTION 1E AN.,  DECF-1";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;91;"2017-08-25"
1737;20;"2016-2017";"32A2";"DCG-2";"DIP DE COMPTA GESTION 2E AN.,  DECF-2";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;92;"2017-08-25"
1738;20;"2016-2017";"32A3";"DCG-3";"DIP DE COMPTA ET GESTION 3E AN.";"2007-09-01 00:00:00";"";"Oui";"Oui";1;0;0;93;"2017-08-25"
1739;20;"2016-2017";"32B1";"DSCG-1";"DIP SUP COMPTA ET GESTION 1E AN., DESCF";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;94;"2017-08-25"
1740;20;"2016-2017";"32B2";"DSCG-2";"DIP SUP COMPTA ET GESTION 2E ANNEE";"2007-09-01 00:00:00";"";"Oui";"Oui";1;0;0;95;"2017-08-25"
1741;20;"2016-2017";"3920";"DEUG";"UNIVERSITE - DEUG";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;96;"2017-08-25"
1742;20;"2016-2017";"3930";"DUT";"UNIVERSITE - DUT";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;97;"2017-08-25"
1743;20;"2016-2017";"3931";"DUT2";"DUT EN 2 ANS";"1999-09-01 00:00:00";"";"Oui";"Oui";54;0;0;98;"2017-08-25"
1744;20;"2016-2017";"4111";"CIPPA";"CYCLE D'INSERTION PROF. PAR ALTERNANCE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;99;"2017-08-25"
1745;20;"2016-2017";"4121";"ITHAQUE";"ITINERAIRE PERSO. D'ACCES A QUALIF.& DIP";"1996-09-01 00:00:00";"";"Non";"Non";0;0;0;100;"2017-08-25"
1746;20;"2016-2017";"4131";"SIO";"SESSION D'INFORMATION & D'ORIENTATION";"1996-09-01 00:00:00";"";"Non";"Non";0;0;0;101;"2017-08-25"
1789;20;"2016-2017";"4141";"MLDS";"MISSION LUTTE DECROCHAGE SCOLAIRE ex MGI";"2012-09-01 00:00:00";"";"Non";"Non";1;0;0;102;"2017-08-25"
1767;20;"2016-2017";"4211";"MOREA CAP";"MODULE REPREPA.EXAM.PAR ALTERNANCE : CAP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;103;"2017-08-25"
1747;20;"2016-2017";"4212";"MOREA BEP";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;104;"2017-08-25"
